slug,ingredient_name,amount,unit,daily_value_pct,form,is_proprietary_blend,blend_name
magnesium-powder,Total Carbohydrate,1,g,<1,,FALSE,
magnesium-powder,Magnesium,300,mg,71,as Albion® Magnesium Bisglycinate Chelate,FALSE,
mb12,Folate,1700,mcg DFE,425,"from 1,000 mcg as Quatrefolic® (6S)-5-Methyltetrahydrofolic acid glucosamine salt",FALSE,
mb12,Vitamin B12,5000,mcg,"208,333",as Methylcobalamin,FALSE,
melatonin,Melatonin,1,mg,,,FALSE,
menstracalm,Vitamin C,40,mg,44,as Ascorbic Acid USP,FALSE,
menstracalm,Vitamin B6,50,mg,"2,941",as Pyridoxine Hydrochloride USP,FALSE,
menstracalm,Magnesium,100,mg,24,"as DiMagnesium Malate, Albion®",FALSE,
menstracalm,Gamma Aminobutyric Acid (GABA),250,mg,,,FALSE,
menstracalm,Glycine USP,225,mg,,,FALSE,
menstracalm,Dong Quai Root Extract,150,mg,,,FALSE,
motility-support,Calcium,30,mg,2,,FALSE,
motility-support,Motility Blend (Prodigest®),320,mg,,,TRUE,Motility Blend (Prodigest®)
motility-support,Artichoke Leaf Extract (Cynara cardunculus L.),,,,,TRUE,Motility Blend (Prodigest®)
motility-support,Ginger Root Extract (Zingiber officinale Roscoe),,,,,TRUE,Motility Blend (Prodigest®)
n-a-c,N-Acetyl-L-Cysteine USP,500,mg,,,FALSE,
n-adrenal,Holy Basil,300,mg,,Ocimum sanctum Leaf 10:1 Extract (Containing Ursolic Acid),FALSE,
n-adrenal,Ashwagandha Root Extract,250,mg,,Standardized to contain 1.5% Withanolides,FALSE,
n-adrenal,Adrenal Concentrate,220,mg,,Bovine,FALSE,
n-adrenal,Rhodiola rosea Root Extract,200,mg,,Standardized to contain 3% Rosavins,FALSE,
n-adrenal,Schisandra Berry Extract,150,mg,,,FALSE,
n-adrenal,Licorice Root Extract,75,mg,,Standardized to contain 12% Glycyrrhizin,FALSE,
n-adreve,Bacopa Extract,300,mg,,"Whole Herb, Bacognize®, Standardized to contain 12% Bacosides",FALSE,
n-adreve,Ashwagandha Root Extract,250,mg,,Standardized to contain 1.5% Withanolides,FALSE,
n-adreve,Rhodiola rosea Root Extract,200,mg,,Standardized to contain 3% Rosavins,FALSE,
n-adreve,Eleuthero Root Extract,200,mg,,Standardized to contain 0.8% Eleutherosides,FALSE,
n-adreve,L-Theanine,100,mg,,Suntheanine®,FALSE,
n-adreve,Phosphatidylserine,100,mg,,from Sunflower Seed,FALSE,
nad-gold,Riboflavin,3.6,mg,277,as Riboflavin-5-Phosphate,FALSE,
nad-gold,Vitamin B12,250,mcg,"10,417",as Methylcobalamin,FALSE,
nad-gold,NMN,50,mg,,β-Nicotinamide mononucleotide,FALSE,
nad-gold,NAD Proprietary Blend,60,mg,,,TRUE,Proprietary Blend
nad-gold,Trimethylglycine,,,,as Betaine,TRUE,Proprietary Blend
nad-gold,Quercetin Dihydrate,,,,from Sophora japonica flower,TRUE,Proprietary Blend
nad-gold,Resveratrol,,,,from Polygonum cuspidatum root,TRUE,Proprietary Blend
nanofuel,Nanofuel Proprietary Blend,190,mg,,,TRUE,Proprietary Blend
nanofuel,Highly purified phospholipids,,,,,TRUE,Proprietary Blend
nanofuel,Guarana seed extract,,,,,TRUE,Proprietary Blend
nanofuel,L-Alpha Glycerylphosphorylcholine (GPC),,,,,TRUE,Proprietary Blend
nanofuel,Ginseng Plus®,,,,,TRUE,Proprietary Blend
nanofuel,Panax Notoginseng root extract,,,,,TRUE,Proprietary Blend
nanofuel,Dimethylaminoethanol (DMAE),,,,from DMAE Bitartrate,TRUE,Proprietary Blend
nanofuel,Caffeine Anhydrous,,,,,TRUE,Proprietary Blend
nanofuel,Lifeflower® Erigeron Breviscapus herb extract,,,,,TRUE,Proprietary Blend
nanofuel,Theacrine,,,,as Teacrine®,TRUE,Proprietary Blend
nanofuel,American Ginseng (Panax quinquefolius) root extract,,,,,TRUE,Proprietary Blend
nanofuel,GS15-4® Fermented Korean Panax Ginseng Extract,,,,,TRUE,Proprietary Blend
nanofuel,Epimedium Sagittatum extract (aerial parts),,,,,TRUE,Proprietary Blend
nanofuel,Bacopa Monnieri herb extract,,,,,TRUE,Proprietary Blend
nanofuel,Citrus essential oil,,,,,TRUE,Proprietary Blend
nato-k,Nattokinase,100,mg,,"2,000 Fibrinolytic Units",FALSE,
nitrox,L-Citrulline,3,g,,,FALSE,
nitrox,Grape Seed Extract,200,mg,,MegaNatural®-BP,FALSE,
nitrox,Quercetin Dihydrate,200,mg,,,FALSE,
omega-capsules,Calories,15,,,,FALSE,
omega-capsules,Total Fat,1.5,g,2,,FALSE,
omega-capsules,Cholesterol,<5,mg,<2,,FALSE,
omega-capsules,Total Omega-3s,950,mg,,as Triglycerides,FALSE,
omega-capsules,EPA (Eicosapentaenoic Acid),430,mg,,,FALSE,
omega-capsules,DHA (Docosahexaenoic Acid),390,mg,,,FALSE,
omega-capsules,Other Omega-3s,130,mg,,,FALSE,
omega-capsules,DPA (Docosapentaenoic Acid),50,mg,,,FALSE,
optiboost-multi,Vitamin A,"1,500",mcg,167,"from 5,000 IU as Natural Beta Carotene",FALSE,
optiboost-multi,Vitamin C,250,mg,278,as Ascorbic Acid USP,FALSE,
optiboost-multi,Vitamin D3,25,mcg,"1,232",as Cholecalciferol USP,FALSE,
optiboost-multi,Vitamin E,50,IU,"1,232",as mixed Tocopherols USP,FALSE,
optiboost-multi,Thiamin (Vitamin B1),15,mg,"1,250",from Thiamine Hydrochloride USP,FALSE,
optiboost-multi,Riboflavin (Vitamin B2 USP),15,mg,"1,154",,FALSE,
optiboost-multi,Niacin,15,mg,94,as Niacinamide USP,FALSE,
optiboost-multi,Vitamin B6,18,mg,,,FALSE,
optiboost-multi,Folate,"1,360",mcg DFE,"3,400",from 800 mcg as L-Methylfolate and Methylfolate/L-Methylfolate,FALSE,
optiboost-multi,Vitamin B12,250,mcg,"10,417",as Methylcobalamin,FALSE,
optiboost-multi,Pantothenic Acid,15,mg,300,as D-Calcium Pantothenate USP,FALSE,
optiboost-multi,Choline,15,mg,3,as Choline Bitartrate,FALSE,
optiboost-multi,Calcium,75,mg,6,as Calcium Citrate USP and Calcium Pantothenate USP,FALSE,
optiboost-multi,Iodine,37,mcg,25,from Potassium Iodide,FALSE,
optiboost-multi,Magnesium,75,mg,18,as D-Magnesium Malate,FALSE,
optiboost-multi,Zinc,5,mg,45,as Zinc Bisglycinate Chelate,FALSE,
optiboost-multi,Selenium,75,mcg,136,as Albion® Selenium Glycinate Complex,FALSE,
optiboost-multi,Manganese,1,mg,43,as Albion® Manganese Bisglycinate Chelate,FALSE,
optiboost-multi,Chromium,50,mcg,143,as D-Picolinate ChromeMate®,FALSE,
optiboost-multi,Sodium,20,mg,1,,FALSE,
optiboost-multi,Potassium,30,mg,<1,as Potassium Citrate USP,FALSE,
optiboost-multi,Alpha Lipoic Acid,200,mg,,as R-Lipoic Acid,FALSE,
optiboost-multi,Mixed Tocopherols,50,mg,,,FALSE,
optiboost-multi,Green Tea Leaf Extract,50,mg,,Standardized to contain 95% EGCg [epigallocatechin gallate],FALSE,
optiboost-multi,Broccoli Seed Extract,5,mg,,TrueBroc® Standardized to contain 13% Glucoraphanin,FALSE,
optiboost-multi,Inositol NF,10,mg,,,FALSE,
optiboost-multi,trans-Resveratrol,10,mg,,,FALSE,
pregnenolone,Pregnenolone,10,mg,,,FALSE,
probiotic-100,Calories,5,,,,FALSE,
probiotic-100,Total Carbohydrate,<1,g,<1,,FALSE,
probiotic-100,Sodium,5,mg,<1,,FALSE,
probiotic-100,Potassium,95,mg,2,,FALSE,
probiotic-100,Probiotic Proprietary Blend,423,mg,,100 Billion CFU,TRUE,Proprietary Blend
probiotic-100,Lactobacillus acidophilus (La-14),,,,,TRUE,Proprietary Blend
probiotic-100,Bifidobacterium bifidum (Bb-02),,,,,TRUE,Proprietary Blend
probiotic-100,Lactobacillus rhamnosus (GG),,,,,TRUE,Proprietary Blend
probiotic-100,Bifidobacterium lactis (Bl-04),,,,,TRUE,Proprietary Blend
probiotic-100,Lactobacillus plantarum (Lp-115),,,,,TRUE,Proprietary Blend
probiotic-100,Lactobacillus paracasei (Lpc-37),,,,,TRUE,Proprietary Blend
protein-1,Calories,100,,,,FALSE,
protein-1,Total Fat,1.5,g,2,,FALSE,
protein-1,Saturated Fat,0.5,g,3,,FALSE,
protein-1,Cholesterol,<5,mg,<2,,FALSE,
protein-1,Total Carbohydrate,3,g,1,,FALSE,
protein-1,Dietary Fiber,1,g,4,,FALSE,
protein-1,Protein,21,g,14,,FALSE,
protein-1,Sodium,140,mg,6,,FALSE,
protein-1,Potassium,150,mg,3,,FALSE,
redox-u,Vitamin C,500,mg,556,as Ascorbic Acid USP,FALSE,
redox-u,Quercetin Dihydrate,500,mg,,,FALSE,
redox-u,Polyphenols,300,mg,,from Apple Extract (Fruit),FALSE,
redox-u,Tart Cherry,200,mg,,Prunus cerasus Extract Powder (Fruit),FALSE,
redox-u,Celery Seed Extract,200,mg,,,FALSE,
redox-u,Luteolin,100,mg,,,FALSE,
restorative-powder,Calories,120,,,,FALSE,
restorative-powder,Total Fat,1,g,1,,FALSE,
restorative-powder,Total Carbohydrate,12,g,4,,FALSE,
restorative-powder,Dietary Fiber,8,g,29,,FALSE,
restorative-powder,Total Sugars,1,g,,,FALSE,
restorative-powder,Protein,15,g,30,,FALSE,
restorative-powder,Calcium,80,mg,6,,FALSE,
restorative-powder,Iron,1.5,mg,8,,FALSE,
restorative-powder,Magnesium,110,mg,26,,FALSE,
restorative-powder,Sodium,35,mg,2,,FALSE,
restorative-powder,Potassium,300,mg,6,,FALSE,
restorative-powder,Rice Protein,18.9,g,,,FALSE,
restorative-powder,Fiber Blend,6.7,g,,,TRUE,Fiber Blend
restorative-powder,Resistant Tapioca Dextrin,,,,,TRUE,Fiber Blend
restorative-powder,Flaxseed Flour,,,,,TRUE,Fiber Blend
restorative-powder,Guar Gum Fiber (Sunfiber®),,,,,TRUE,Fiber Blend
restorative-powder,Glucomannan (Amorphophallus konjac Root),,,,,TRUE,Fiber Blend
restorative-powder,Fig (Fruit),,,,,TRUE,Fiber Blend
restorative-powder,Prune,,,,,TRUE,Fiber Blend
restorative-powder,Arabinogalactan Heartwood (from Larch Tree),,,,,TRUE,Fiber Blend
restorative-powder,Glycine USP,750,mg,,,FALSE,
restorative-powder,Magnesium Citrate USP,750,mg,,,FALSE,
saccharomyces,Saccharomyces boulardii,420,mg,,5 billion CFU,FALSE,
same,Folate,680,mcg DFE,170,from 400 mcg as Quatrefolic® (6S)-5-Methyltetrahydrofolic acid glucosamine salt,FALSE,
same,SAMe,400,mg,,as S-Adenosyl-L-methionine disulfate p-toluenesulfonate,FALSE,
sbi-remove,Calories,10,,,,FALSE,
sbi-remove,Protein,2,g,,,FALSE,
sbi-remove,Sodium,15,mg,<1,,FALSE,
sbi-remove,Serum-Derived Bovine Immunoglobulin Concentrate,2.5,g,,ImmunoLin®,FALSE,
sbi-remove,Immunoglobulin G (IgG),1.2,g,,,FALSE,
serevital,Vitamin C,50,mg,56,as Ascorbic Acid USP,FALSE,
serevital,Niacin,10,mg,63,as Niacinamide USP,FALSE,
serevital,Vitamin B6,10,mg,588,as Pyridoxal-5′-Phosphate,FALSE,
serevital,Folate,680,mcg DFE,170,from 400 mcg as Quatrefolic® (6S)-5-Methyltetrahydrofolic acid glucosamine salt,FALSE,
serevital,Vitamin B12,200,mcg,"8,333",as Methylcobalamin,FALSE,
serevital,Magnesium,75,mg,18,as DiMagnesium Malate,FALSE,
serevital,Iron,5,mg,45,,FALSE,
serevital,Zinc,1,mg,,as Albion® Minerals Zinc Bisglycinate Chelate,FALSE,
serevital,Inositol NF,1,g,,,FALSE,
serevital,L-Tyrosine USP,400,mg,,,FALSE,
serevital,Mucuna Pruriens Extract,400,mg,,Standardized to contain 10% L-Dopa,FALSE,
serevital,5-HTP,150,mg,,5-Hydroxytryptophan,FALSE,
serevital,Griffonia,100,mg,,from Griffonia simplicifolia (Seed),FALSE,
serevital,L-Theanine,100,mg,,Suntheanine®,FALSE,
super-b-complex,Thiamin (Vitamin B1),50,mg,"4,167",from Thiamine Hydrochloride USP,FALSE,
super-b-complex,Riboflavin (Vitamin B2 USP),50,mg,"3,846",,FALSE,
super-b-complex,Niacin,50,mg,313,as Niacinamide USP,FALSE,
super-b-complex,Vitamin B6,50,mg,"2,941",as Pyridoxine Hydrochloride USP,FALSE,
super-b-complex,Folate,680,mcg DFE,170,from 400 mcg as Quatrefolic® (6S)-5-Methyltetrahydrofolic acid glucosamine salt,FALSE,
super-b-complex,Vitamin B12,500,mcg,"20,833",as Methylcobalamin,FALSE,
super-b-complex,Biotin,75,mcg,250,,FALSE,
super-b-complex,Pantothenic Acid,50,mg,"1,000",as d-Calcium Pantothenate USP,FALSE,
super-b-complex,Choline,19,mg,3,as Choline Bitartrate,FALSE,
super-b-complex,Inositol NF,50,mg,,,FALSE,
thyroid-support,Vitamin A,750,mcg,83,"from 2,500 IU as Palmitate",FALSE,
thyroid-support,Vitamin C,200,mg,333,as Ascorbic Acid USP,FALSE,
thyroid-support,Vitamin E,134,mg,893,from 200 IU as d-Alpha Tocopherol Succinate USP,FALSE,
thyroid-support,Iodine,200,mcg,133,from Potassium Iodide,FALSE,
thyroid-support,Zinc,20,mg,364,as TRAACS® Zinc Bisglycinate Chelate,FALSE,
thyroid-support,Selenium,200,mcg,,from Selenium-enriched Yeast/SelenExcell®,FALSE,
thyroid-support,N-Acetyl-L-Cysteine USP,500,mg,,,FALSE,
thyroid-support,L-Tyrosine USP,400,mg,,,FALSE,
thyroid-support,Ashwagandha Root Extract,300,mg,,Standardized to contain 1.5% Withanolides,FALSE,
thyroid-support,Guggul Resin,150,mg,,Standardized to contain 2.5% Guggulsterones,FALSE,
thyroid-support,Turmeric Root Extract,100,mg,,"Complete Turmeric Matrix - Standardized to contain 45-55% Curcuminoids, 3-8% Volatile Oil, 2-6% Turmerin",FALSE,
tulsi,Thyme Oil,200,mg,,Standardized to contain 30-75% thymol,FALSE,
tulsi,Clove Oil,100,mg,,Standardized to contain ≥ 80% eugenol,FALSE,
tulsi,Oregano Oil,100,mg,,Standardized to contain 55-80% carvacrol,FALSE,
turmeric,Turmeric Root Extract,500,mg,,"Complete Turmeric Matrix - Standardized to contain 45-55% Curcuminoids, 3-8% Volatile Oil, 2-6% Turmerin",FALSE,
ut-max,Dandelion Leaf Extract,225,mg,,,FALSE,
ut-max,Hibiscus Flower Extract,200,mg,,,FALSE,
ut-max,Cranberry Fruit Extract,120,mg,,Anthocran® - Standardized to contain 36 mg Proanthocyanidins,FALSE,
vira-calm,Vitamin A,"4,500",mcg,500,"from 15,000 IU as Palmitate, Natural Beta Carotene",FALSE,
vira-calm,Vitamin C,300,mg,333,"as Ascorbic Acid USP, Acerola Fruit Juice Concentrate Powder",FALSE,
vira-calm,Vitamin B12,2.5,mcg,104,as Methylcobalamin,FALSE,
vira-calm,Pantothenic Acid,10,mg,200,as d-Calcium Pantothenate USP,FALSE,
vira-calm,Zinc,4,mg,36,as Albion® Minerals Zinc Bisglycinate Chelate,FALSE,
vira-calm,Astragalus,250,mg,,Astragalus membranaceus Root Extract,FALSE,
vira-calm,European Elder,250,mg,,Sambucus nigra Berry Extract - Standardized to contain 13% Anthocyanins,FALSE,
vira-calm,Andrographis,200,mg,,Andrographis paniculata Leaf Extract - Standardized to contain 30% Andrographolides,FALSE,
vira-calm,Echinacea purpurea Extract,100,mg,,Flowering Aerial Parts - Standardized to contain 4% phenols,FALSE,
vira-calm,L-Lysine Hydrochloride USP,100,mg,,,FALSE,
vira-calm,Acerola Fruit Juice Concentrate Powder,25,mg,,Standardized to contain 17% Vitamin C,FALSE,
vision-pro,Zinc,15,mg,136,as TRAACS® Zinc Bisglycinate Chelate,FALSE,
vision-pro,Taurine USP,400,mg,,,FALSE,
vision-pro,N-Acetyl-L-Cysteine USP,200,mg,,,FALSE,
vision-pro,Alpha Lipoic Acid,150,mg,,,FALSE,
vision-pro,Bilberry Fruit Extract,150,mg,,Standardized to contain 36% Anthocyanosides,FALSE,
vision-pro,Quercetin Dihydrate,100,mg,,,FALSE,
vision-pro,Ginkgo biloba USP,60,mg,,Powdered Ginkgo Extract (Leaf) - Standardized to contain 22% Flavonol Glycosides and 5.4% Terpene Lactones,FALSE,
vision-pro,Lutein,30,mg,,,FALSE,
vision-pro,Lycopene,6,mg,,,FALSE,
vision-pro,Zeaxanthin,1.5,mg,,,FALSE,
vita-c,Vitamin C,400,mg,444,"as Ascorbic Acid USP, Acerola Fruit Juice Concentrate Powder",FALSE,
vita-c,Acerola Fruit Juice Concentrate Powder,100,mg,,Standardized to contain 17% Vitamin C,FALSE,
vita-c,Quercetin Dihydrate,70,mg,,,FALSE,
vita-c,Citrus Bioflavonoid Complex,50,mg,,,FALSE,
vita-c,Hibiscus,50,mg,,Flowers,FALSE,
vita-c,Rutin,50,mg,,,FALSE,
vital-aminos,Calories,25,,,,FALSE,
vital-aminos,Protein,5,g,,,FALSE,
vital-aminos,Vitamin C,100,mg,111,as Ascorbic Acid USP,FALSE,
vital-aminos,Magnesium,135,mg,32,as Albion® Minerals Magnesium Bisglycinate Chelate,FALSE,
vital-aminos,Sodium,50,mg,2,,FALSE,
vital-aminos,Gelatin Hydrolysate,5.2,g,,FORTIGEL®,FALSE,
vital-aminos,Connective Tissue Blend (TENDAXION®),520,mg,,,TRUE,TENDAXION®
vital-aminos,Mucopolysaccharides,,,,,TRUE,TENDAXION®
vital-aminos,Type I Collagen,,,,,TRUE,TENDAXION®
vital-aminos,Chicken Comb Extract,80,mg,,MOBILEE® - Standardized to contain 40 mg Hyaluronic Acid,FALSE,
vital-k-d,Vitamin D,125,mcg,625,"D3 as Cholecalciferol (5,000 IU)",FALSE,
vital-k-d,Vitamin K2,45,mcg,,as Menaquinone-7 (MK-7) (MenaQ7®),FALSE,
vitamin-d,Vitamin D,125,mcg,625,"D3 as Cholecalciferol (5,000 IU)",FALSE,
zinc,Zinc,54,mg,491,as TRAACS® Zinc Bisglycinate Chelate,FALSE,
